Date ,AQI,Category
1/4/2020 6:00,172,Unhealthy
1/4/2020 7:00,189,Unhealthy
1/4/2020 8:00,205,Very Unhealthy
1/4/2020 9:00,233,Very Unhealthy
1/4/2020 10:00,230,Very Unhealthy
1/4/2020 11:00,197,Unhealthy
1/4/2020 12:00,171,Unhealthy
1/4/2020 13:00,158,Unhealthy
1/4/2020 14:00,146,Unhealthy for Sensitive Groups
1/4/2020 15:00,139,Unhealthy for Sensitive Groups
1/4/2020 16:00,139,Unhealthy for Sensitive Groups
1/4/2020 17:00,146,Unhealthy for Sensitive Groups
1/4/2020 18:00,153,Unhealthy
1/4/2020 19:00,193,Unhealthy
1/4/2020 20:00,205,Very Unhealthy
1/4/2020 21:00,201,Very Unhealthy
1/4/2020 22:00,210,Very Unhealthy
1/4/2020 23:00,220,Very Unhealthy
2/4/2020 0:00,212,Very Unhealthy
2/4/2020 1:00,187,Unhealthy
2/4/2020 2:00,174,Unhealthy
2/4/2020 3:00,164,Unhealthy
2/4/2020 4:00,161,Unhealthy
2/4/2020 5:00,157,Unhealthy
2/4/2020 6:00,155,Unhealthy
2/4/2020 7:00,155,Unhealthy
2/4/2020 8:00,154,Unhealthy
2/4/2020 9:00,154,Unhealthy
2/4/2020 10:00,155,Unhealthy
2/4/2020 11:00,153,Unhealthy
2/4/2020 12:00,154,Unhealthy
2/4/2020 13:00,154,Unhealthy
2/4/2020 14:00,153,Unhealthy
2/4/2020 15:00,152,Unhealthy
2/4/2020 16:00,152,Unhealthy
2/4/2020 17:00,151,Unhealthy
2/4/2020 18:00,173,Unhealthy
2/4/2020 19:00,159,Unhealthy
2/4/2020 20:00,154,Unhealthy
2/4/2020 21:00,153,Unhealthy
2/4/2020 22:00,144,Unhealthy for Sensitive Groups
2/4/2020 23:00,119,Unhealthy for Sensitive Groups
3/4/2020 0:00,122,Unhealthy for Sensitive Groups
3/4/2020 1:00,117,Unhealthy for Sensitive Groups
3/4/2020 2:00,144,Unhealthy for Sensitive Groups
3/4/2020 3:00,162,Unhealthy
3/4/2020 4:00,160,Unhealthy
3/4/2020 5:00,162,Unhealthy
3/4/2020 6:00,182,Unhealthy
3/4/2020 7:00,201,Very Unhealthy
3/4/2020 8:00,190,Unhealthy
3/4/2020 9:00,180,Unhealthy
3/4/2020 10:00,174,Unhealthy
3/4/2020 11:00,165,Unhealthy
3/4/2020 12:00,161,Unhealthy
3/4/2020 13:00,162,Unhealthy
3/4/2020 14:00,164,Unhealthy
3/4/2020 15:00,166,Unhealthy
3/4/2020 16:00,170,Unhealthy
3/4/2020 17:00,157,Unhealthy
3/4/2020 18:00,142,Unhealthy for Sensitive Groups
3/4/2020 19:00,148,Unhealthy for Sensitive Groups
3/4/2020 20:00,145,Unhealthy for Sensitive Groups
3/4/2020 21:00,138,Unhealthy for Sensitive Groups
3/4/2020 22:00,161,Unhealthy
3/4/2020 23:00,152,Unhealthy
4/4/2020 0:00,123,Unhealthy for Sensitive Groups
4/4/2020 1:00,154,Unhealthy
4/4/2020 2:00,153,Unhealthy
4/4/2020 3:00,161,Unhealthy
4/4/2020 4:00,163,Unhealthy
4/4/2020 5:00,169,Unhealthy
4/4/2020 6:00,157,Unhealthy
4/4/2020 7:00,153,Unhealthy
4/4/2020 8:00,142,Unhealthy for Sensitive Groups
4/4/2020 9:00,151,Unhealthy
4/4/2020 10:00,155,Unhealthy
4/4/2020 11:00,156,Unhealthy
4/4/2020 12:00,159,Unhealthy
4/4/2020 13:00,153,Unhealthy
4/4/2020 14:00,136,Unhealthy for Sensitive Groups
4/4/2020 15:00,131,Unhealthy for Sensitive Groups
4/4/2020 16:00,134,Unhealthy for Sensitive Groups
4/4/2020 17:00,146,Unhealthy for Sensitive Groups
4/4/2020 18:00,154,Unhealthy
4/4/2020 19:00,163,Unhealthy
4/4/2020 20:00,165,Unhealthy
4/4/2020 21:00,157,Unhealthy
4/4/2020 22:00,150,Unhealthy for Sensitive Groups
4/4/2020 23:00,128,Unhealthy for Sensitive Groups
5/4/2020 0:00,123,Unhealthy for Sensitive Groups
5/4/2020 1:00,153,Unhealthy
5/4/2020 2:00,167,Unhealthy
5/4/2020 3:00,175,Unhealthy
5/4/2020 4:00,188,Unhealthy
5/4/2020 5:00,190,Unhealthy
5/4/2020 6:00,178,Unhealthy
5/4/2020 7:00,175,Unhealthy
5/4/2020 8:00,178,Unhealthy
5/4/2020 9:00,184,Unhealthy
5/4/2020 10:00,183,Unhealthy
5/4/2020 11:00,190,Unhealthy
5/4/2020 12:00,194,Unhealthy
5/4/2020 13:00,189,Unhealthy
5/4/2020 14:00,181,Unhealthy
5/4/2020 15:00,177,Unhealthy
5/4/2020 16:00,173,Unhealthy
5/4/2020 17:00,173,Unhealthy
5/4/2020 18:00,170,Unhealthy
5/4/2020 19:00,160,Unhealthy
5/4/2020 20:00,153,Unhealthy
5/4/2020 21:00,143,Unhealthy for Sensitive Groups
5/4/2020 22:00,131,Unhealthy for Sensitive Groups
5/4/2020 23:00,150,Unhealthy for Sensitive Groups
6/4/2020 0:00,159,Unhealthy
6/4/2020 1:00,168,Unhealthy
6/4/2020 2:00,183,Unhealthy
6/4/2020 3:00,193,Unhealthy
6/4/2020 4:00,213,Very Unhealthy
6/4/2020 5:00,197,Unhealthy
6/4/2020 6:00,212,Very Unhealthy
6/4/2020 7:00,196,Unhealthy
6/4/2020 8:00,199,Unhealthy
6/4/2020 9:00,209,Very Unhealthy
6/4/2020 10:00,228,Very Unhealthy
6/4/2020 11:00,223,Very Unhealthy
6/4/2020 12:00,184,Unhealthy
6/4/2020 13:00,161,Unhealthy
6/4/2020 14:00,146,Unhealthy for Sensitive Groups
6/4/2020 15:00,130,Unhealthy for Sensitive Groups
6/4/2020 16:00,117,Unhealthy for Sensitive Groups
6/4/2020 17:00,106,Unhealthy for Sensitive Groups
6/4/2020 18:00,115,Unhealthy for Sensitive Groups
6/4/2020 19:00,151,Unhealthy
6/4/2020 20:00,169,Unhealthy
6/4/2020 21:00,182,Unhealthy
6/4/2020 22:00,177,Unhealthy
6/4/2020 23:00,163,Unhealthy
7/4/2020 0:00,154,Unhealthy
7/4/2020 1:00,135,Unhealthy for Sensitive Groups
7/4/2020 2:00,125,Unhealthy for Sensitive Groups
7/4/2020 3:00,118,Unhealthy for Sensitive Groups
7/4/2020 4:00,119,Unhealthy for Sensitive Groups
7/4/2020 5:00,120,Unhealthy for Sensitive Groups
7/4/2020 6:00,119,Unhealthy for Sensitive Groups
7/4/2020 7:00,126,Unhealthy for Sensitive Groups
7/4/2020 8:00,132,Unhealthy for Sensitive Groups
7/4/2020 9:00,132,Unhealthy for Sensitive Groups
7/4/2020 10:00,128,Unhealthy for Sensitive Groups
7/4/2020 11:00,135,Unhealthy for Sensitive Groups
7/4/2020 12:00,137,Unhealthy for Sensitive Groups
7/4/2020 13:00,135,Unhealthy for Sensitive Groups
7/4/2020 14:00,133,Unhealthy for Sensitive Groups
7/4/2020 15:00,124,Unhealthy for Sensitive Groups
7/4/2020 16:00,121,Unhealthy for Sensitive Groups
7/4/2020 17:00,119,Unhealthy for Sensitive Groups
7/4/2020 18:00,134,Unhealthy for Sensitive Groups
7/4/2020 19:00,145,Unhealthy for Sensitive Groups
7/4/2020 20:00,157,Unhealthy
7/4/2020 21:00,166,Unhealthy
7/4/2020 22:00,168,Unhealthy
7/4/2020 23:00,161,Unhealthy
8/4/2020 0:00,156,Unhealthy
8/4/2020 1:00,153,Unhealthy
8/4/2020 2:00,135,Unhealthy for Sensitive Groups
8/4/2020 3:00,110,Unhealthy for Sensitive Groups
8/4/2020 4:00,97,Moderate
8/4/2020 5:00,87,Moderate
8/4/2020 6:00,79,Moderate
8/4/2020 7:00,77,Moderate
8/4/2020 8:00,75,Moderate
8/4/2020 9:00,83,Moderate
8/4/2020 10:00,126,Unhealthy for Sensitive Groups
8/4/2020 11:00,151,Unhealthy
8/4/2020 12:00,153,Unhealthy
8/4/2020 13:00,154,Unhealthy
8/4/2020 14:00,153,Unhealthy
8/4/2020 15:00,154,Unhealthy
8/4/2020 16:00,152,Unhealthy
8/4/2020 17:00,146,Unhealthy for Sensitive Groups
8/4/2020 18:00,137,Unhealthy for Sensitive Groups
8/4/2020 19:00,147,Unhealthy for Sensitive Groups
8/4/2020 20:00,140,Unhealthy for Sensitive Groups
8/4/2020 21:00,144,Unhealthy for Sensitive Groups
8/4/2020 22:00,135,Unhealthy for Sensitive Groups
8/4/2020 23:00,156,Unhealthy
9/4/2020 0:00,143,Unhealthy for Sensitive Groups
9/4/2020 1:00,121,Unhealthy for Sensitive Groups
9/4/2020 2:00,113,Unhealthy for Sensitive Groups
9/4/2020 3:00,129,Unhealthy for Sensitive Groups
9/4/2020 4:00,156,Unhealthy
9/4/2020 5:00,155,Unhealthy
9/4/2020 6:00,136,Unhealthy for Sensitive Groups
9/4/2020 7:00,122,Unhealthy for Sensitive Groups
9/4/2020 8:00,149,Unhealthy for Sensitive Groups
9/4/2020 9:00,164,Unhealthy
9/4/2020 10:00,163,Unhealthy
9/4/2020 11:00,155,Unhealthy
9/4/2020 12:00,155,Unhealthy
9/4/2020 13:00,154,Unhealthy
9/4/2020 14:00,153,Unhealthy
9/4/2020 15:00,152,Unhealthy
9/4/2020 16:00,151,Unhealthy
9/4/2020 17:00,140,Unhealthy for Sensitive Groups
9/4/2020 18:00,134,Unhealthy for Sensitive Groups
9/4/2020 19:00,127,Unhealthy for Sensitive Groups
9/4/2020 20:00,134,Unhealthy for Sensitive Groups
9/4/2020 21:00,148,Unhealthy for Sensitive Groups
9/4/2020 22:00,148,Unhealthy for Sensitive Groups
9/4/2020 23:00,142,Unhealthy for Sensitive Groups
10/4/2020 0:00,142,Unhealthy for Sensitive Groups
10/4/2020 1:00,141,Unhealthy for Sensitive Groups
10/4/2020 2:00,121,Unhealthy for Sensitive Groups
10/4/2020 3:00,112,Unhealthy for Sensitive Groups
10/4/2020 4:00,139,Unhealthy for Sensitive Groups
10/4/2020 5:00,160,Unhealthy
10/4/2020 6:00,167,Unhealthy
10/4/2020 7:00,173,Unhealthy
10/4/2020 8:00,174,Unhealthy
10/4/2020 9:00,155,Unhealthy
10/4/2020 10:00,131,Unhealthy for Sensitive Groups
10/4/2020 11:00,118,Unhealthy for Sensitive Groups
10/4/2020 12:00,103,Unhealthy for Sensitive Groups
10/4/2020 13:00,87,Moderate
10/4/2020 14:00,75,Moderate
10/4/2020 15:00,72,Moderate
10/4/2020 16:00,79,Moderate
10/4/2020 17:00,87,Moderate
10/4/2020 18:00,102,Unhealthy for Sensitive Groups
10/4/2020 19:00,126,Unhealthy for Sensitive Groups
10/4/2020 20:00,147,Unhealthy for Sensitive Groups
10/4/2020 21:00,158,Unhealthy
10/4/2020 22:00,162,Unhealthy
10/4/2020 23:00,152,Unhealthy
11/4/2020 0:00,120,Unhealthy for Sensitive Groups
11/4/2020 1:00,96,Moderate
11/4/2020 2:00,85,Moderate
11/4/2020 3:00,78,Moderate
11/4/2020 4:00,76,Moderate
11/4/2020 5:00,80,Moderate
11/4/2020 6:00,85,Moderate
11/4/2020 7:00,82,Moderate
11/4/2020 8:00,83,Moderate
11/4/2020 9:00,91,Moderate
11/4/2020 10:00,87,Moderate
11/4/2020 11:00,75,Moderate
11/4/2020 12:00,71,Moderate
11/4/2020 13:00,78,Moderate
11/4/2020 14:00,80,Moderate
11/4/2020 15:00,77,Moderate
11/4/2020 16:00,97,Moderate
11/4/2020 17:00,93,Moderate
11/4/2020 18:00,96,Moderate
11/4/2020 19:00,115,Unhealthy for Sensitive Groups
11/4/2020 20:00,154,Unhealthy
11/4/2020 21:00,107,Unhealthy for Sensitive Groups
11/4/2020 22:00,81,Moderate
11/4/2020 23:00,70,Moderate
12/4/2020 0:00,66,Moderate
12/4/2020 1:00,63,Moderate
12/4/2020 2:00,70,Moderate
12/4/2020 3:00,75,Moderate
12/4/2020 4:00,73,Moderate
12/4/2020 5:00,68,Moderate
12/4/2020 6:00,65,Moderate
12/4/2020 7:00,68,Moderate
12/4/2020 8:00,77,Moderate
12/4/2020 9:00,80,Moderate
12/4/2020 10:00,93,Moderate
12/4/2020 11:00,85,Moderate
12/4/2020 12:00,81,Moderate
12/4/2020 13:00,84,Moderate
12/4/2020 14:00,84,Moderate
12/4/2020 15:00,84,Moderate
12/4/2020 16:00,85,Moderate
12/4/2020 17:00,90,Moderate
12/4/2020 18:00,96,Moderate
12/4/2020 19:00,120,Unhealthy for Sensitive Groups
12/4/2020 20:00,147,Unhealthy for Sensitive Groups
12/4/2020 21:00,154,Unhealthy
12/4/2020 22:00,154,Unhealthy
12/4/2020 23:00,156,Unhealthy
13/04/2020 00:00,156,Unhealthy
13/04/2020 01:00,157,Unhealthy
13/04/2020 02:00,164,Unhealthy
13/04/2020 03:00,161,Unhealthy
13/04/2020 04:00,164,Unhealthy
13/04/2020 05:00,172,Unhealthy
13/04/2020 06:00,185,Unhealthy
13/04/2020 07:00,181,Unhealthy
13/04/2020 08:00,170,Unhealthy
13/04/2020 09:00,159,Unhealthy
13/04/2020 10:00,152,Unhealthy
13/04/2020 11:00,146,Unhealthy for Sensitive Groups
13/04/2020 12:00,153,Unhealthy
13/04/2020 13:00,154,Unhealthy
13/04/2020 14:00,152,Unhealthy
13/04/2020 15:00,152,Unhealthy
13/04/2020 16:00,155,Unhealthy
13/04/2020 17:00,153,Unhealthy
13/04/2020 18:00,152,Unhealthy
13/04/2020 19:00,153,Unhealthy
13/04/2020 20:00,158,Unhealthy
13/04/2020 21:00,166,Unhealthy
13/04/2020 22:00,167,Unhealthy
13/04/2020 23:00,166,Unhealthy
14/04/2020 00:00,168,Unhealthy
14/04/2020 01:00,155,Unhealthy
14/04/2020 02:00,130,Unhealthy for Sensitive Groups
14/04/2020 03:00,107,Unhealthy for Sensitive Groups
14/04/2020 04:00,94,Moderate
14/04/2020 05:00,87,Moderate
14/04/2020 06:00,128,Unhealthy for Sensitive Groups
14/04/2020 07:00,160,Unhealthy
14/04/2020 08:00,168,Unhealthy
14/04/2020 09:00,171,Unhealthy
14/04/2020 10:00,170,Unhealthy
14/04/2020 11:00,166,Unhealthy
14/04/2020 12:00,161,Unhealthy
14/04/2020 13:00,155,Unhealthy
14/04/2020 14:00,152,Unhealthy
14/04/2020 15:00,152,Unhealthy
14/04/2020 16:00,154,Unhealthy
14/04/2020 17:00,156,Unhealthy
14/04/2020 18:00,155,Unhealthy
14/04/2020 19:00,155,Unhealthy
14/04/2020 20:00,158,Unhealthy
14/04/2020 21:00,162,Unhealthy
14/04/2020 22:00,166,Unhealthy
14/04/2020 23:00,188,Unhealthy
15/04/2020 00:00,170,Unhealthy
15/04/2020 01:00,157,Unhealthy
15/04/2020 02:00,134,Unhealthy for Sensitive Groups
15/04/2020 03:00,107,Unhealthy for Sensitive Groups
15/04/2020 04:00,89,Moderate
15/04/2020 05:00,80,Moderate
15/04/2020 06:00,79,Moderate
15/04/2020 07:00,88,Moderate
15/04/2020 08:00,86,Moderate
15/04/2020 09:00,98,Moderate
15/04/2020 10:00,126,Unhealthy for Sensitive Groups
15/04/2020 11:00,115,Unhealthy for Sensitive Groups
15/04/2020 12:00,117,Unhealthy for Sensitive Groups
15/04/2020 13:00,119,Unhealthy for Sensitive Groups
15/04/2020 14:00,89,Moderate
15/04/2020 15:00,75,Moderate
15/04/2020 16:00,69,Moderate
15/04/2020 17:00,62,Moderate
15/04/2020 18:00,67,Moderate
15/04/2020 19:00,72,Moderate
15/04/2020 20:00,77,Moderate
15/04/2020 21:00,84,Moderate
15/04/2020 22:00,108,Unhealthy for Sensitive Groups
15/04/2020 23:00,147,Unhealthy for Sensitive Groups
16/04/2020 00:00,127,Unhealthy for Sensitive Groups
16/04/2020 01:00,84,Moderate
16/04/2020 02:00,68,Moderate
16/04/2020 03:00,59,Moderate
16/04/2020 04:00,55,Moderate
16/04/2020 05:00,56,Moderate
16/04/2020 06:00,65,Moderate
16/04/2020 07:00,74,Moderate
16/04/2020 08:00,75,Moderate
16/04/2020 09:00,84,Moderate
16/04/2020 10:00,84,Moderate
16/04/2020 11:00,92,Moderate
16/04/2020 12:00,97,Moderate
16/04/2020 13:00,104,Unhealthy for Sensitive Groups
16/04/2020 14:00,115,Unhealthy for Sensitive Groups
16/04/2020 15:00,123,Unhealthy for Sensitive Groups
16/04/2020 16:00,139,Unhealthy for Sensitive Groups
16/04/2020 17:00,144,Unhealthy for Sensitive Groups
16/04/2020 18:00,133,Unhealthy for Sensitive Groups
16/04/2020 19:00,146,Unhealthy for Sensitive Groups
16/04/2020 20:00,157,Unhealthy
16/04/2020 21:00,163,Unhealthy
16/04/2020 22:00,168,Unhealthy
16/04/2020 23:00,166,Unhealthy
17/04/2020 00:00,153,Unhealthy
17/04/2020 01:00,126,Unhealthy for Sensitive Groups
17/04/2020 02:00,104,Unhealthy for Sensitive Groups
17/04/2020 03:00,95,Moderate
17/04/2020 04:00,84,Moderate
17/04/2020 05:00,96,Moderate
17/04/2020 06:00,101,Unhealthy for Sensitive Groups
17/04/2020 07:00,110,Unhealthy for Sensitive Groups
17/04/2020 08:00,110,Unhealthy for Sensitive Groups
17/04/2020 09:00,97,Moderate
17/04/2020 10:00,87,Moderate
17/04/2020 11:00,77,Moderate
17/04/2020 12:00,71,Moderate
17/04/2020 13:00,70,Moderate
17/04/2020 14:00,79,Moderate
17/04/2020 15:00,80,Moderate
17/04/2020 16:00,85,Moderate
17/04/2020 17:00,94,Moderate
17/04/2020 18:00,98,Moderate
17/04/2020 19:00,97,Moderate
17/04/2020 20:00,105,Unhealthy for Sensitive Groups
17/04/2020 21:00,101,Unhealthy for Sensitive Groups
17/04/2020 22:00,109,Unhealthy for Sensitive Groups
17/04/2020 23:00,113,Unhealthy for Sensitive Groups
18/04/2020 00:00,116,Unhealthy for Sensitive Groups
18/04/2020 01:00,117,Unhealthy for Sensitive Groups
18/04/2020 02:00,118,Unhealthy for Sensitive Groups
18/04/2020 03:00,119,Unhealthy for Sensitive Groups
18/04/2020 04:00,129,Unhealthy for Sensitive Groups
18/04/2020 05:00,151,Unhealthy
18/04/2020 06:00,123,Unhealthy for Sensitive Groups
18/04/2020 07:00,112,Unhealthy for Sensitive Groups
18/04/2020 08:00,108,Unhealthy for Sensitive Groups
18/04/2020 09:00,91,Moderate
18/04/2020 10:00,84,Moderate
18/04/2020 11:00,86,Moderate
18/04/2020 12:00,88,Moderate
18/04/2020 13:00,93,Moderate
18/04/2020 14:00,95,Moderate
18/04/2020 15:00,93,Moderate
18/04/2020 16:00,88,Moderate
18/04/2020 17:00,88,Moderate
18/04/2020 18:00,87,Moderate
18/04/2020 19:00,85,Moderate
18/04/2020 20:00,80,Moderate
18/04/2020 21:00,79,Moderate
